Text,Leaning,Year
"It means they must make a real commitment to confronting income stagnation, rising inequality, and the increasing power of the rich in American politics.Such a politics would not only win back many of the working-class whites who flipped from Obama to Trump this election.",left,2012
"Now she was its preferred candidate, tapping the DLC-approved Penn as her campaignstrategist. But the candidacy of Barack Obama, who hadprominentlyshunnedtheDLC, torpedoed both her campaign’s attempts to make her nomination appear inevitable and the DLC’s coveted coalition of well-off whites.Almost immediately, Obama began pullingcollege-educatedvoters from Clinton, and he easily captured theyouth vote, too. Despite pundit handwringing about whether Obama was “black enough” to peel off African-American votes from the well-known Clinton, he gained ground quickly, andendorsementsfrom prominent black Democrats like John Lewis accelerated African Americans’ exodus from Clinton.Clinton’sonly hopeof besting Obama lay with working-class whites.",left,2012
"Despite pundit handwringing about whether Obama was “black enough” to peel off African-American votes from the well-known Clinton, he gained ground quickly, andendorsementsfrom prominent black Democrats like John Lewis accelerated African Americans’ exodus from Clinton.Clinton’sonly hopeof besting Obama lay with working-class whites. But she was ill-equipped to make a convincing pocketbook appeal.",left,2012
"Her initial lead over Obama on economic issuesshrankas the primary wore on.With Clinton hemorrhaging support among African Americans and little in the way of a positive economic message to sell working-class whites, the Clinton campaign decided, as political scientist Thomas F.",left,2012
"Earlier in the campaign, Penn had argued in amemothat Obama’s “lack of American roots” was a “strong weakness.”“I cannot imagine America electing a president during a time of war who is not at his center fundamentally American in his thinking and values,” Penn wrote, inproto-“birther” language.",left,2012
"Earlier in the campaign, Penn had argued in amemothat Obama’s “lack of American roots” was a “strong weakness.”“I cannot imagine America electing a president during a time of war who is not at his center fundamentally American in his thinking and values,” Penn wrote, inproto-“birther” language. “Every speech [by Clinton] should contain the line that you were born in the middle of America to the middle class in the middle of the last century.” With Clinton down in the polls, the racial subtext in Penn’s argument became the text.Playing upon rumors that Obama was a secret Muslim, the Clinton campaigncirculateda photo of Obama wearing traditional Somali clothing. Obama’s campaign manager denounced the campaign literature as “shameful offensive fear-mongering.” Butmoreracistappealsfollowed.",left,2012
Obama’s campaign manager denounced the campaign literature as “shameful offensive fear-mongering.” Butmoreracistappealsfollowed. “Won’t a single tape of [Reverend Jeremiah] Wright going off on America with Obama sitting there be a game ender?” Pennspeculatedin a March memo.,left,2012
"Obama’s campaign manager denounced the campaign literature as “shameful offensive fear-mongering.” Butmoreracistappealsfollowed. “Won’t a single tape of [Reverend Jeremiah] Wright going off on America with Obama sitting there be a game ender?” Pennspeculatedin a March memo. Sure enough, tapes of Wright’s sermons found their way into the press’s hands, and Clinton loudlycriticizedObama’s attendance at Wright’s church.Most significantly, the Clinton campaign argued that her strength among working-class whites made her asafer betto beat the Republican nominee in the fall.",left,2012
"And Clinton, dispensing with any campaign trail euphemisms,braggedthat she ran better than Obama “among working, hard-working Americans, white Americans.”Obama’s Campaign Successes and Governing FailuresObama’s identity meant that, almost bynecessity, his 2008 campaign couldn’t replicate the neoliberalism of a Gore or Kerry.",left,2012
"While the 2004 DNC speech that put Obama on the political map was a pastiche of the worst centrist bromides, his past as a community organizer and his race meant that the GOP would spend the entire 2008 campaign portraying Obama as asocialistMuslimblack nationalistwho was “palling around with terrorists.” These were the kinds of attacks that DLC types had feared most, but Obama couldn’t escape them.As a result, the Obama campaign put its efforts less into winning over the mythical “soccer moms” or other moderate suburban whites and more into turning out former nonvoters andfirst-timevoters, many of whom were people of color or Millennials.Two strategy stories emerged from Obama’s campaign, and, in time, the perceived importance of each would shape future Democratic campaigns — including Clinton’s ill-fated 2016 run.",left,2012
